"","year","Div","Date","HomeTeam","AwayTeam","FTHG","FTAG","FTR","HEP","AEP","HIP","AIP","HomeSecured","AwaySecured","League"
"177",2015,"SP2","10/12/14","Sabadell","Las Palmas",2,2,"D",1.22496810153784,1.48183466523403,1,1,0,0,"Segunda Division"
"178",2015,"SP2","13/12/14","Barcelona B","Mirandes",1,3,"A",1.83346347609263,0.897383165434551,0,3,0,0,"Segunda Division"
"179",2015,"SP2","13/12/14","Lugo","Betis",0,1,"A",1.31974067928356,1.38899485658528,0,3,0,0,"Segunda Division"
"180",2015,"SP2","13/12/14","Recreativo","Las Palmas",2,4,"A",1.19583941168242,1.50428648508223,0,3,0,0,"Segunda Division"
"181",2015,"SP2","13/12/14","Santander","Sp Gijon",1,1,"D",1.28739498086848,1.41198818066695,1,1,0,0,"Segunda Division"
"182",2015,"SP2","14/12/14","Alaves","Albacete",2,1,"H",1.74085718615666,0.981722791664361,3,0,0,0,"Segunda Division"
"183",2015,"SP2","14/12/14","Alcorcon","Tenerife",0,0,"D",1.66101694915254,1.0591955476853,1,1,0,0,"Segunda Division"
"184",2015,"SP2","14/12/14","Llagostera","Ponferradina",3,1,"H",1.28877961555655,1.41618238712561,3,0,0,0,"Segunda Division"
"185",2015,"SP2","14/12/14","Mallorca","Numancia",1,1,"D",1.52128937223391,1.18653166035207,1,1,0,0,"Segunda Division"
"186",2015,"SP2","14/12/14","Osasuna","Valladolid",2,1,"H",1.40272029950193,1.30102325417316,3,0,0,0,"Segunda Division"
"187",2015,"SP2","14/12/14","Sabadell","Leganes",1,2,"A",1.59543819094821,1.11776075642708,0,3,0,0,"Segunda Division"
"188",2015,"SP2","14/12/14","Zaragoza","Girona",2,1,"H",1.43626770723128,1.27526414861021,3,0,0,0,"Segunda Division"
"189",2015,"SP2","20/12/14","Girona","Alaves",2,2,"D",1.81398952376397,0.910345755834067,1,1,0,0,"Segunda Division"
"190",2015,"SP2","20/12/14","Mirandes","Zaragoza",1,1,"D",1.46345028651045,1.24883926018693,1,1,0,0,"Segunda Division"
